file,package,java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#MethodInfo.java,org.eclipse.jdt.internal.core.util,MethodInfo.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#PublicScanner.java,org.eclipse.jdt.internal.core.util,PublicScanner.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#RecordedParsingInformation.java,org.eclipse.jdt.internal.core.util,RecordedParsingInformation.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#ReferenceInfoAdapter.java,org.eclipse.jdt.internal.core.util,ReferenceInfoAdapter.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#SimpleDocument.java,org.eclipse.jdt.internal.core.util,SimpleDocument.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#SimpleLookupTable.java,org.eclipse.jdt.internal.core.util,SimpleLookupTable.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#SimpleSet.java,org.eclipse.jdt.internal.core.util,SimpleSet.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#SimpleWordSet.java,org.eclipse.jdt.internal.core.util,SimpleWordSet.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#SourceFileAttribute.java,org.eclipse.jdt.internal.core.util,SourceFileAttribute.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#ToStringSorter.java,org.eclipse.jdt.internal.core.util,ToStringSorter.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#util#Util.java,org.eclipse.jdt.internal.core.util,Util.java
plugins#org.eclipse.jdt.core#model#org#eclipse#jdt#internal#core#XMLWriter.java,org.eclipse.jdt.internal.core,XMLWriter.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#FieldDeclarationMatch.java,org.eclipse.jdt.core.search,FieldDeclarationMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#FieldReferenceMatch.java,org.eclipse.jdt.core.search,FieldReferenceMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#IJavaSearchConstants.java,org.eclipse.jdt.core.search,IJavaSearchConstants.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#IJavaSearchResultCollector.java,org.eclipse.jdt.core.search,IJavaSearchResultCollector.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#IJavaSearchScope.java,org.eclipse.jdt.core.search,IJavaSearchScope.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#ISearchPattern.java,org.eclipse.jdt.core.search,ISearchPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#ITypeNameRequestor.java,org.eclipse.jdt.core.search,ITypeNameRequestor.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#LocalVariableDeclarationMatch.java,org.eclipse.jdt.core.search,LocalVariableDeclarationMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#LocalVariableReferenceMatch.java,org.eclipse.jdt.core.search,LocalVariableReferenceMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#MethodDeclarationMatch.java,org.eclipse.jdt.core.search,MethodDeclarationMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#MethodReferenceMatch.java,org.eclipse.jdt.core.search,MethodReferenceMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#PackageDeclarationMatch.java,org.eclipse.jdt.core.search,PackageDeclarationMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#PackageReferenceMatch.java,org.eclipse.jdt.core.search,PackageReferenceMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#SearchDocument.java,org.eclipse.jdt.core.search,SearchDocument.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#SearchEngine.java,org.eclipse.jdt.core.search,SearchEngine.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#SearchMatch.java,org.eclipse.jdt.core.search,SearchMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#SearchParticipant.java,org.eclipse.jdt.core.search,SearchParticipant.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#SearchPattern.java,org.eclipse.jdt.core.search,SearchPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#SearchRequestor.java,org.eclipse.jdt.core.search,SearchRequestor.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#TypeDeclarationMatch.java,org.eclipse.jdt.core.search,TypeDeclarationMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#core#search#TypeReferenceMatch.java,org.eclipse.jdt.core.search,TypeReferenceMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#index#DiskIndex.java,org.eclipse.jdt.internal.core.index,DiskIndex.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#index#EntryResult.java,org.eclipse.jdt.internal.core.index,EntryResult.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#index#Index.java,org.eclipse.jdt.internal.core.index,Index.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#index#MemoryIndex.java,org.eclipse.jdt.internal.core.index,MemoryIndex.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#AbstractSearchScope.java,org.eclipse.jdt.internal.core.search,AbstractSearchScope.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#HierarchyScope.java,org.eclipse.jdt.internal.core.search,HierarchyScope.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#AbstractIndexer.java,org.eclipse.jdt.internal.core.search.indexing,AbstractIndexer.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#AddFolderToIndex.java,org.eclipse.jdt.internal.core.search.indexing,AddFolderToIndex.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#AddJarFileToIndex.java,org.eclipse.jdt.internal.core.search.indexing,AddJarFileToIndex.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#BinaryIndexer.java,org.eclipse.jdt.internal.core.search.indexing,BinaryIndexer.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#IIndexConstants.java,org.eclipse.jdt.internal.core.search.indexing,IIndexConstants.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#IndexAllProject.java,org.eclipse.jdt.internal.core.search.indexing,IndexAllProject.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#IndexBinaryFolder.java,org.eclipse.jdt.internal.core.search.indexing,IndexBinaryFolder.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#IndexManager.java,org.eclipse.jdt.internal.core.search.indexing,IndexManager.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#IndexRequest.java,org.eclipse.jdt.internal.core.search.indexing,IndexRequest.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#InternalSearchDocument.java,org.eclipse.jdt.internal.core.search.indexing,InternalSearchDocument.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#ReadWriteMonitor.java,org.eclipse.jdt.internal.core.search.indexing,ReadWriteMonitor.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#RemoveFolderFromIndex.java,org.eclipse.jdt.internal.core.search.indexing,RemoveFolderFromIndex.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#RemoveFromIndex.java,org.eclipse.jdt.internal.core.search.indexing,RemoveFromIndex.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#SaveIndex.java,org.eclipse.jdt.internal.core.search.indexing,SaveIndex.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#SourceIndexer.java,org.eclipse.jdt.internal.core.search.indexing,SourceIndexer.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#indexing#SourceIndexerRequestor.java,org.eclipse.jdt.internal.core.search.indexing,SourceIndexerRequestor.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#IndexQueryRequestor.java,org.eclipse.jdt.internal.core.search,IndexQueryRequestor.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#IndexSelector.java,org.eclipse.jdt.internal.core.search,IndexSelector.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#JavaSearchDocument.java,org.eclipse.jdt.internal.core.search,JavaSearchDocument.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#JavaSearchParticipant.java,org.eclipse.jdt.internal.core.search,JavaSearchParticipant.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#JavaSearchScope.java,org.eclipse.jdt.internal.core.search,JavaSearchScope.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#JavaWorkspaceScope.java,org.eclipse.jdt.internal.core.search,JavaWorkspaceScope.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#AndPattern.java,org.eclipse.jdt.internal.core.search.matching,AndPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#ClassFileMatchLocator.java,org.eclipse.jdt.internal.core.search.matching,ClassFileMatchLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#ClasspathSourceDirectory.java,org.eclipse.jdt.internal.core.search.matching,ClasspathSourceDirectory.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#ConstructorLocator.java,org.eclipse.jdt.internal.core.search.matching,ConstructorLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#ConstructorPattern.java,org.eclipse.jdt.internal.core.search.matching,ConstructorPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#DeclarationOfAccessedFieldsPattern.java,org.eclipse.jdt.internal.core.search.matching,DeclarationOfAccessedFieldsPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#DeclarationOfReferencedMethodsPattern.java,org.eclipse.jdt.internal.core.search.matching,DeclarationOfReferencedMethodsPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#DeclarationOfReferencedTypesPattern.java,org.eclipse.jdt.internal.core.search.matching,DeclarationOfReferencedTypesPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#FieldLocator.java,org.eclipse.jdt.internal.core.search.matching,FieldLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#FieldPattern.java,org.eclipse.jdt.internal.core.search.matching,FieldPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#InternalSearchPattern.java,org.eclipse.jdt.internal.core.search.matching,InternalSearchPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#JavaSearchNameEnvironment.java,org.eclipse.jdt.internal.core.search.matching,JavaSearchNameEnvironment.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#JavaSearchPattern.java,org.eclipse.jdt.internal.core.search.matching,JavaSearchPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#LocalVariableLocator.java,org.eclipse.jdt.internal.core.search.matching,LocalVariableLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#LocalVariablePattern.java,org.eclipse.jdt.internal.core.search.matching,LocalVariablePattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#MatchingNodeSet.java,org.eclipse.jdt.internal.core.search.matching,MatchingNodeSet.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#MatchLocator.java,org.eclipse.jdt.internal.core.search.matching,MatchLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#MatchLocatorParser.java,org.eclipse.jdt.internal.core.search.matching,MatchLocatorParser.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#MethodLocator.java,org.eclipse.jdt.internal.core.search.matching,MethodLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#MethodPattern.java,org.eclipse.jdt.internal.core.search.matching,MethodPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#OrLocator.java,org.eclipse.jdt.internal.core.search.matching,OrLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#OrPattern.java,org.eclipse.jdt.internal.core.search.matching,OrPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#PackageDeclarationLocator.java,org.eclipse.jdt.internal.core.search.matching,PackageDeclarationLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#PackageDeclarationPattern.java,org.eclipse.jdt.internal.core.search.matching,PackageDeclarationPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#PackageReferenceLocator.java,org.eclipse.jdt.internal.core.search.matching,PackageReferenceLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#PackageReferencePattern.java,org.eclipse.jdt.internal.core.search.matching,PackageReferencePattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#PatternLocator.java,org.eclipse.jdt.internal.core.search.matching,PatternLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#PossibleMatch.java,org.eclipse.jdt.internal.core.search.matching,PossibleMatch.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#PossibleMatchSet.java,org.eclipse.jdt.internal.core.search.matching,PossibleMatchSet.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#QualifiedTypeDeclarationPattern.java,org.eclipse.jdt.internal.core.search.matching,QualifiedTypeDeclarationPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#SuperTypeNamesCollector.java,org.eclipse.jdt.internal.core.search.matching,SuperTypeNamesCollector.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#SuperTypeReferenceLocator.java,org.eclipse.jdt.internal.core.search.matching,SuperTypeReferenceLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#SuperTypeReferencePattern.java,org.eclipse.jdt.internal.core.search.matching,SuperTypeReferencePattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#TypeDeclarationLocator.java,org.eclipse.jdt.internal.core.search.matching,TypeDeclarationLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#TypeDeclarationPattern.java,org.eclipse.jdt.internal.core.search.matching,TypeDeclarationPattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#TypeReferenceLocator.java,org.eclipse.jdt.internal.core.search.matching,TypeReferenceLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#TypeReferencePattern.java,org.eclipse.jdt.internal.core.search.matching,TypeReferencePattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#VariableLocator.java,org.eclipse.jdt.internal.core.search.matching,VariableLocator.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#matching#VariablePattern.java,org.eclipse.jdt.internal.core.search.matching,VariablePattern.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#PathCollector.java,org.eclipse.jdt.internal.core.search,PathCollector.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#PatternSearchJob.java,org.eclipse.jdt.internal.core.search,PatternSearchJob.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#processing#IJob.java,org.eclipse.jdt.internal.core.search.processing,IJob.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#processing#JobManager.java,org.eclipse.jdt.internal.core.search.processing,JobManager.java
plugins#org.eclipse.jdt.core#search#org#eclipse#jdt#internal#core#search#SubTypeSearchJob.java,org.eclipse.jdt.internal.core.search,SubTypeSearchJob.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#debug#eval#EvaluationManager.java,org.eclipse.jdt.debug.eval,EvaluationManager.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#debug#eval#IAstEvaluationEngine.java,org.eclipse.jdt.debug.eval,IAstEvaluationEngine.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#debug#eval#IClassFileEvaluationEngine.java,org.eclipse.jdt.debug.eval,IClassFileEvaluationEngine.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#debug#eval#ICompiledExpression.java,org.eclipse.jdt.debug.eval,ICompiledExpression.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#debug#eval#IEvaluationEngine.java,org.eclipse.jdt.debug.eval,IEvaluationEngine.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#debug#eval#IEvaluationListener.java,org.eclipse.jdt.debug.eval,IEvaluationListener.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#debug#eval#IEvaluationResult.java,org.eclipse.jdt.debug.eval,IEvaluationResult.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#ASTEvaluationEngine.java,org.eclipse.jdt.internal.debug.eval.ast.engine,ASTEvaluationEngine.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#ASTInstructionCompiler.java,org.eclipse.jdt.internal.debug.eval.ast.engine,ASTInstructionCompiler.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#BinaryBasedSourceGenerator.java,org.eclipse.jdt.internal.debug.eval.ast.engine,BinaryBasedSourceGenerator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#EvaluationEngineMessages.java,org.eclipse.jdt.internal.debug.eval.ast.engine,EvaluationEngineMessages.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#EvaluationSourceGenerator.java,org.eclipse.jdt.internal.debug.eval.ast.engine,EvaluationSourceGenerator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#Interpreter.java,org.eclipse.jdt.internal.debug.eval.ast.engine,Interpreter.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#InterpreterVariable.java,org.eclipse.jdt.internal.debug.eval.ast.engine,InterpreterVariable.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#IRuntimeContext.java,org.eclipse.jdt.internal.debug.eval.ast.engine,IRuntimeContext.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#JavaObjectRuntimeContext.java,org.eclipse.jdt.internal.debug.eval.ast.engine,JavaObjectRuntimeContext.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#RuntimeContext.java,org.eclipse.jdt.internal.debug.eval.ast.engine,RuntimeContext.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#engine#SourceBasedSourceGenerator.java,org.eclipse.jdt.internal.debug.eval.ast.engine,SourceBasedSourceGenerator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#AndAssignmentOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,AndAssignmentOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#AndOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,AndOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#ArrayAccess.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayAccess.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#ArrayAllocation.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayAllocation.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#ArrayInitializerInstruction.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayInitializerInstruction.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#ArrayInstruction.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,ArrayInstruction.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#AssignmentOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,AssignmentOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#BinaryOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,BinaryOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#Cast.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,Cast.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#CompoundInstruction.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,CompoundInstruction.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#ConditionalJump.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,ConditionalJump.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#Constructor.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,Constructor.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#DivideAssignmentOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,DivideAssignmentOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#DivideOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,DivideOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#EqualEqualOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,EqualEqualOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#GreaterEqualOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,GreaterEqualOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#GreaterOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,GreaterOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#InstanceOfOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,InstanceOfOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#Instruction.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,Instruction.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#InstructionSequence.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,InstructionSequence.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#InstructionsEvaluationMessages.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,InstructionsEvaluationMessages.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#Jump.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,Jump.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#LeftShiftAssignmentOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,LeftShiftAssignmentOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#LeftShiftOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,LeftShiftOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#LessEqualOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,LessEqualOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#LessOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,LessOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#LocalVariableCreation.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,LocalVariableCreation.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#MinusAssignmentOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,MinusAssignmentOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#MinusOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,MinusOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#MultiplyAssignmentOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,MultiplyAssignmentOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#MultiplyOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,MultiplyOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#NoOp.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,NoOp.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#NotOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,NotOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#OrAssignmentOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,OrAssignmentOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#OrOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,OrOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#PlusAssignmentOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,PlusAssignmentOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#PlusOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,PlusOperator.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#Pop.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,Pop.java
plugins#org.eclipse.jdt.debug#eval#org#eclipse#jdt#internal#debug#eval#ast#instructions#PostfixMinusMinusOperator.java,org.eclipse.jdt.internal.debug.eval.ast.instructions,PostfixMinusMinusOperator.java
